tau	theta0	theta1	pvalue	downtau(alpha=0.01)	uptau(alpha=0.01)	downtau(alpha=0.05)	uptau(alpha=0.05)	downtau(alpha=0.1)	uptau(alpha=0.1)	downtheta0(alpha=0.01)	uptheta0(alpha=0.01)	downtheta0(alpha=0.05)	uptheta0(alpha=0.05)	downtheta0(alpha=0.1)	uptheta0(alpha=0.1)	downtheta1(alpha=0.01)	uptheta1(alpha=0.01)	downtheta1(alpha=0.05)	uptheta1(alpha=0.05)	downtheta1(alpha=0.1)	uptheta1(alpha=0.1)	IS_tau	IS_theta0	IS_theta1	IS_pvalue	IS_downtau(alpha=0.01)	IS_uptau(alpha=0.01)	IS_downtau(alpha=0.05)	IS_uptau(alpha=0.05)	IS_downtau(alpha=0.1)	IS_uptau(alpha=0.1)	IS_downtheta0(alpha=0.01)	IS_uptheta0(alpha=0.01)	IS_downtheta0(alpha=0.05)	IS_uptheta0(alpha=0.05)	IS_downtheta0(alpha=0.1)	IS_uptheta0(alpha=0.1)	IS_downtheta1(alpha=0.01)	IS_uptheta1(alpha=0.01)	IS_downtheta1(alpha=0.05)	IS_uptheta1(alpha=0.05)	IS_downtheta1(alpha=0.1)	IS_uptheta1(alpha=0.1)	MSH	SH	MASH	P	SHchanges	DH	HBC
3.434	0.002	99999.000	0.03300000	2.357	4.123	2.773	3.904	2.959	3.816	0.000	0.851	0.000	0.513	0.000	0.300	20.582	99999.000	28.492	99999.000	35.758	99999.000	4.613	0.000	99999.000	0.02100000	3.801	5.348	4.068	5.137	4.113	5.033	0.000	0.830	0.000	0.471	0.000	0.125	37.594	99999.000	47.906	99999.000	67.359	99999.000	0.126102	0.843702	0.765038	0.334794	0.759494	0.255189	0.293103
2.873	0.007	49.766	0.58500000	1.145	4.211	1.574	3.734	1.777	3.600	0.000	1.672	0.000	1.155	0.000	0.798	6.523	99999.000	10.000	99999.000	13.262	99999.000	2.500	1.151	156.562	0.57600000	0.992	7.020	1.391	5.182	1.840	4.699	0.000	5.946	0.000	3.273	0.000	1.696	12.148	99999.000	16.749	99999.000	19.844	99999.000	0.064625	0.791557	0.681618	0.345305	0.757143	0.188458	0.288462
2.834	0.000	99999.000	0.01000000	2.295	3.574	2.334	3.336	2.408	3.242	0.000	0.582	0.000	0.304	0.000	0.104	15.465	99999.000	21.617	99999.000	27.242	99999.000	4.094	0.000	99999.000	0.01800000	3.094	4.791	3.562	4.598	3.607	4.480	0.000	0.860	0.000	0.355	0.000	0.116	30.250	99999.000	42.516	99999.000	56.031	99999.000	0.130478	0.914843	0.790014	0.594462	0.789474	0.319155	0.339286
3.078	0.415	32.070	0.97400000	0.992	5.865	1.490	5.053	1.822	4.754	0.000	2.102	0.000	1.607	0.000	1.274	6.221	99999.000	9.434	99999.000	12.930	99999.000	3.988	1.786	24.863	0.82500000	1.223	13.383	1.973	10.838	2.400	9.309	0.000	8.102	0.000	5.551	0.000	3.700	9.478	99999.000	12.159	99999.000	13.599	99999.000	0.180466	0.801530	0.682927	0.374058	0.763158	0.341422	0.195652
4.574	0.004	528.750	0.12900000	2.875	5.436	3.244	5.121	3.422	5.002	0.000	1.461	0.000	1.215	0.000	0.998	37.832	99999.000	54.766	99999.000	68.213	99999.000	6.078	0.002	95.312	0.35400000	3.359	8.002	3.871	7.473	4.213	7.113	0.000	2.259	0.000	1.881	0.000	1.524	31.924	99999.000	40.156	99999.000	46.445	99999.000	0.149758	0.858116	0.812268	0.244222	0.739130	0.228186	0.171875
2.336	0.000	99999.000	0.23100000	1.662	2.994	1.854	2.795	1.992	2.684	0.000	0.570	0.000	0.253	0.000	0.084	10.035	99999.000	15.738	99999.000	21.656	99999.000	3.695	0.037	138.125	0.15800000	2.045	4.889	2.371	4.492	2.537	4.340	0.000	1.703	0.000	1.195	0.000	0.998	17.393	99999.000	26.016	99999.000	30.918	99999.000	0.145419	0.816097	0.635010	0.496142	0.736111	0.394357	0.269231
3.494	0.000	99999.000	0.48900000	2.779	4.143	2.994	3.990	3.041	3.891	0.000	0.608	0.000	0.397	0.000	0.151	24.117	99999.000	34.039	99999.000	43.531	99999.000	5.906	0.202	24.365	0.84800000	2.254	9.281	3.008	8.480	3.385	7.951	0.000	3.705	0.000	2.428	0.000	1.935	11.846	99999.000	14.731	99999.000	16.882	99999.000	0.228546	0.839075	0.821358	0.099173	0.790698	0.360131	0.107143
2.434	0.002	99999.000	0.01300000	1.543	3.072	1.871	2.887	1.994	2.791	0.000	0.689	0.000	0.385	0.000	0.165	11.617	99999.000	16.695	99999.000	22.672	99999.000	3.500	0.000	721.250	0.05100000	2.258	4.137	2.498	3.992	2.627	3.887	0.000	1.139	0.000	0.902	0.000	0.763	23.281	99999.000	37.539	99999.000	44.570	99999.000	0.100052	0.778114	0.694528	0.273627	0.776119	0.305281	0.227273
3.750	0.000	99999.000	0.00000000	2.885	4.498	3.250	4.295	3.283	4.170	0.000	0.693	0.000	0.360	0.000	0.134	24.264	99999.000	37.008	99999.000	51.734	99999.000	5.412	0.002	49.453	0.32300000	2.381	7.521	3.021	6.879	3.473	6.600	0.000	2.900	0.000	2.050	0.000	1.730	16.562	99999.000	22.754	99999.000	27.480	99999.000	0.203058	0.837273	0.796818	0.199105	0.759494	0.284437	0.142857
3.531	0.007	176.562	0.32100000	1.977	4.381	2.248	4.137	2.445	4.010	0.000	1.582	0.000	1.125	0.000	0.977	18.496	99999.000	26.953	99999.000	34.785	99999.000	4.186	0.780	30.967	0.98600000	1.449	8.562	2.197	7.303	2.779	6.578	0.000	4.203	0.000	2.556	0.000	1.877	11.698	99999.000	14.697	99999.000	17.412	99999.000	0.124701	0.806306	0.766216	0.171485	0.771084	0.235021	0.250000
3.490	0.005	99999.000	0.13600000	2.463	4.215	2.781	4.010	2.959	3.879	0.000	0.853	0.000	0.459	0.000	0.241	22.711	99999.000	30.133	99999.000	41.812	99999.000	4.557	0.000	62.969	0.77000000	2.115	6.131	2.721	5.627	3.010	5.402	0.000	2.034	0.000	1.635	0.000	1.345	16.357	99999.000	22.930	99999.000	27.852	99999.000	0.109616	0.791054	0.706115	0.289019	0.807229	0.220926	0.226415
2.965	0.000	360.000	0.14800000	1.797	3.621	2.006	3.477	2.115	3.367	0.000	1.009	0.000	0.837	0.000	0.708	15.906	99999.000	24.414	99999.000	30.859	99999.000	3.939	0.004	34.590	0.82600000	1.439	5.715	1.936	5.197	2.299	4.975	0.000	2.308	0.000	1.679	0.000	1.385	8.306	99999.000	13.038	99999.000	16.934	99999.000	0.091914	0.819388	0.759394	0.249345	0.710145	0.217510	0.208333
2.910	0.005	76.094	0.20800000	1.387	4.061	1.656	3.721	1.791	3.539	0.000	1.401	0.000	1.088	0.000	0.891	6.477	99999.000	12.410	99999.000	16.848	99999.000	4.432	0.005	16.201	0.94000000	0.947	7.488	1.939	6.410	2.305	6.072	0.000	3.275	0.000	1.807	0.000	1.387	6.436	99999.000	8.916	99999.000	10.479	99999.000	0.119400	0.619349	0.581826	0.089730	0.716667	0.289362	0.153846
1.939	0.628	99999.000	0.20700000	0.844	5.330	1.467	4.262	1.689	3.918	0.000	3.749	0.000	0.559	0.000	0.276	8.512	99999.000	12.672	99999.000	16.021	99999.000	2.912	0.740	39.062	0.70000000	1.143	7.275	1.502	5.557	1.922	5.096	0.000	4.345	0.000	1.615	0.000	1.267	9.453	99999.000	11.743	99999.000	13.926	99999.000	0.092500	0.798689	0.695381	0.339140	0.774648	0.239120	0.294118
2.781	0.000	99999.000	0.88100000	2.000	3.436	2.281	3.229	2.367	3.152	0.000	0.647	0.000	0.250	0.000	0.090	14.801	99999.000	24.391	99999.000	31.344	99999.000	3.346	0.063	40.557	0.81300000	1.451	4.826	1.797	4.494	2.031	4.354	0.000	1.967	0.000	1.427	0.000	1.116	8.516	99999.000	12.256	99999.000	16.270	99999.000	0.057202	0.685065	0.636364	0.133928	0.750000	0.138955	0.250000
3.387	0.005	100.938	0.17600000	1.543	4.439	2.051	4.148	2.262	3.980	0.000	1.714	0.000	1.188	0.000	1.005	13.730	99999.000	20.391	99999.000	24.473	99999.000	4.168	0.000	39.453	0.33800000	1.617	6.160	2.193	5.562	2.449	5.215	0.000	2.521	0.000	1.700	0.000	1.412	8.416	99999.000	15.254	99999.000	19.023	99999.000	0.072973	0.817073	0.792313	0.119218	0.789474	0.160445	0.259259
2.898	0.023	58.359	0.24100000	1.314	4.090	1.613	3.756	1.766	3.523	0.000	1.642	0.000	1.213	0.000	0.946	6.982	99999.000	10.996	99999.000	14.727	99999.000	4.771	0.005	49.141	0.16800000	2.160	6.740	2.705	6.258	3.117	5.928	0.000	2.607	0.000	1.935	0.000	1.536	15.801	99999.000	22.524	99999.000	25.342	99999.000	0.165018	0.885230	0.757744	0.526246	0.782051	0.341116	0.294118
3.154	0.118	31.523	0.75300000	0.994	5.146	1.428	4.537	1.885	4.283	0.000	2.482	0.000	1.404	0.000	1.111	5.740	99999.000	8.950	99999.000	12.324	99999.000	4.236	0.552	23.369	0.86200000	1.445	8.477	2.096	6.969	2.508	6.615	0.000	3.190	0.000	2.064	0.000	1.587	8.336	99999.000	11.455	99999.000	13.364	99999.000	0.137806	0.833527	0.725900	0.392655	0.788889	0.283425	0.305085
3.734	0.016	120.156	0.42700000	1.932	4.654	2.338	4.418	2.529	4.324	0.000	1.693	0.000	1.355	0.000	1.146	20.958	99999.000	26.797	99999.000	31.924	99999.000	5.000	0.002	44.023	0.78200000	2.250	7.367	2.766	6.518	3.162	6.211	0.000	2.751	0.000	1.937	0.000	1.624	12.783	99999.000	19.404	99999.000	23.984	99999.000	0.125383	0.801910	0.796380	0.027160	0.743243	0.220702	0.060000
2.908	0.989	27.832	0.79100000	0.885	8.289	1.531	6.342	1.754	5.695	0.000	5.764	0.000	2.493	0.000	1.886	5.876	99999.000	8.320	99999.000	10.724	99999.000	5.061	0.018	22.407	0.92200000	1.395	7.934	2.184	6.949	2.592	6.549	0.000	3.229	0.000	2.319	0.000	1.693	7.166	99999.000	12.085	99999.000	14.146	99999.000	0.073230	0.769024	0.747090	0.086727	0.712329	0.200650	0.173077
2.277	0.563	10.398	0.98200000	0.182	7.559	0.787	5.385	1.125	4.654	0.000	2.567	0.000	1.463	0.000	1.009	2.687	99999.000	3.978	99999.000	5.125	99999.000	1.100	2.350	20.586	0.82500000	0.000	12.041	0.000	8.572	0.063	7.248	0.000	8.564	0.000	5.982	0.000	4.583	4.023	99999.000	5.178	99999.000	6.182	99999.000	0.055026	0.450057	0.434366	0.027740	0.760000	0.194849	0.191489
3.898	0.038	141.719	0.41900000	2.211	5.057	2.516	4.820	2.721	4.566	0.000	1.577	0.000	1.269	0.000	1.097	21.445	99999.000	29.115	99999.000	36.367	99999.000	5.621	0.378	54.492	0.18300000	2.898	8.225	3.658	7.668	3.986	7.248	0.000	2.756	0.000	2.012	0.000	1.654	20.020	99999.000	27.697	99999.000	31.660	99999.000	0.205760	0.848311	0.807098	0.213650	0.826923	0.325590	0.218750
3.361	0.000	75.703	0.40300000	1.506	4.393	1.885	4.139	2.102	3.996	0.000	1.789	0.000	1.297	0.000	1.018	9.465	99999.000	14.629	99999.000	20.273	99999.000	4.217	0.019	37.861	0.83400000	1.562	6.391	2.262	5.621	2.615	5.303	0.000	2.044	0.000	1.612	0.000	1.341	10.830	99999.000	16.030	99999.000	19.900	99999.000	0.102996	0.790354	0.703916	0.291936	0.797468	0.198824	0.250000
3.658	0.000	1006.250	0.04500000	2.389	4.250	2.654	4.125	2.811	4.037	0.000	1.201	0.000	0.907	0.000	0.793	28.867	99999.000	40.195	99999.000	53.203	99999.000	5.891	0.000	99999.000	0.00500000	4.734	6.699	5.152	6.434	5.334	6.332	0.000	0.886	0.000	0.582	0.000	0.144	55.328	99999.000	77.750	99999.000	101.344	99999.000	0.285803	0.836268	0.714422	0.426666	0.806122	0.389245	0.186441
3.287	0.004	99999.000	0.02300000	2.354	3.945	2.723	3.744	2.803	3.658	0.000	0.768	0.000	0.531	0.000	0.225	18.922	99999.000	28.922	99999.000	38.297	99999.000	4.320	0.002	99999.000	0.00500000	3.273	4.986	3.617	4.807	3.766	4.717	0.000	0.865	0.000	0.578	0.000	0.269	32.242	99999.000	47.359	99999.000	61.812	99999.000	0.143597	0.870733	0.780610	0.410789	0.804598	0.263433	0.233333
3.615	0.005	99999.000	0.05400000	2.777	4.318	3.029	4.107	3.111	4.014	0.000	0.675	0.000	0.443	0.000	0.288	25.484	99999.000	34.664	99999.000	42.047	99999.000	4.961	0.000	99999.000	0.00500000	3.961	5.676	4.391	5.480	4.463	5.383	0.000	0.749	0.000	0.487	0.000	0.163	43.141	99999.000	65.172	99999.000	80.406	99999.000	0.147197	0.872644	0.849655	0.152906	0.779070	0.240164	0.150000
3.549	0.004	99999.000	0.01000000	2.682	4.330	2.893	4.053	3.029	3.932	0.000	0.795	0.000	0.510	0.000	0.225	22.711	99999.000	33.219	99999.000	40.328	99999.000	4.920	0.000	99999.000	0.01200000	4.012	5.691	4.391	5.496	4.422	5.355	0.000	0.856	0.000	0.436	0.000	0.139	37.516	99999.000	61.031	99999.000	80.094	99999.000	0.174550	0.891883	0.841405	0.318280	0.789474	0.273742	0.137255
3.357	0.000	99999.000	0.00600000	2.705	4.156	2.854	3.912	2.900	3.770	0.000	0.594	0.000	0.339	0.000	0.107	20.406	99999.000	34.078	99999.000	41.656	99999.000	5.414	0.007	39.082	0.85100000	2.236	7.773	3.051	7.123	3.418	6.711	0.000	2.749	0.000	2.078	0.000	1.466	14.180	99999.000	19.316	99999.000	23.848	99999.000	0.171735	0.860637	0.836498	0.147641	0.805556	0.360600	0.260000
2.984	0.084	73.750	0.44300000	1.377	4.422	1.732	3.834	1.871	3.709	0.000	1.636	0.000	1.134	0.000	0.902	9.238	99999.000	13.994	99999.000	18.151	99999.000	3.098	1.691	25.078	0.42000000	0.621	11.980	1.268	9.230	1.639	7.844	0.000	9.475	0.000	4.481	0.000	2.860	6.924	99999.000	9.373	99999.000	11.192	99999.000	0.112906	0.763265	0.646939	0.329480	0.743243	0.272177	0.250000
2.559	1.037	33.789	0.73000000	0.793	10.299	1.277	6.193	1.607	5.465	0.000	4.839	0.000	2.336	0.000	1.798	7.474	99999.000	9.912	99999.000	12.048	99999.000	3.430	0.944	34.609	0.43800000	1.193	10.920	2.061	6.850	2.398	6.100	0.000	4.219	0.000	2.076	0.000	1.468	8.394	99999.000	12.393	99999.000	15.176	99999.000	0.092073	0.779412	0.723370	0.202586	0.771429	0.174673	0.266667
4.547	0.009	40.859	0.48200000	1.703	6.762	2.461	6.117	2.795	5.740	0.000	2.403	0.000	1.817	0.000	1.454	11.429	99999.000	15.811	99999.000	19.209	99999.000	6.926	0.039	183.750	0.01700000	4.184	8.434	4.879	8.062	5.152	7.842	0.000	2.638	0.000	2.143	0.000	1.805	53.047	99999.000	70.859	99999.000	80.469	99999.000	0.248235	0.804475	0.793287	0.054123	0.750000	0.325942	0.096154
3.318	0.000	99999.000	0.03700000	2.471	4.023	2.814	3.799	2.877	3.686	0.000	0.803	0.000	0.540	0.000	0.236	20.602	99999.000	29.781	99999.000	37.086	99999.000	4.398	0.007	29.426	0.60400000	1.418	6.623	2.262	6.000	2.600	5.691	0.000	2.248	0.000	1.735	0.000	1.417	9.270	99999.000	13.926	99999.000	17.688	99999.000	0.098748	0.762065	0.742342	0.076546	0.753247	0.210075	0.169811
3.184	0.000	99999.000	0.00500000	2.357	3.852	2.684	3.658	2.748	3.570	0.000	0.793	0.000	0.450	0.000	0.195	15.465	99999.000	24.742	99999.000	34.312	99999.000	4.656	0.000	99999.000	0.00800000	3.645	5.398	4.074	5.223	4.154	5.094	0.000	0.842	0.000	0.582	0.000	0.186	36.852	99999.000	56.578	99999.000	70.016	99999.000	0.150481	0.819804	0.787243	0.153040	0.710145	0.309627	0.200000
2.797	0.000	99999.000	0.01500000	2.146	3.428	2.307	3.227	2.416	3.172	0.000	0.798	0.000	0.320	0.000	0.090	13.824	99999.000	21.539	99999.000	29.273	99999.000	3.682	0.063	99999.000	0.63800000	2.646	4.605	3.002	4.320	3.182	4.184	0.000	0.951	0.000	0.548	0.000	0.394	26.266	99999.000	35.172	99999.000	48.453	99999.000	0.107654	0.884142	0.829833	0.319152	0.788732	0.270587	0.288136
2.529	0.000	725.000	0.46700000	1.334	3.119	1.617	2.912	1.822	2.832	0.000	0.984	0.000	0.747	0.000	0.622	10.869	99999.000	14.531	99999.000	18.672	99999.000	2.883	0.712	104.062	0.68100000	1.539	6.789	1.949	5.330	2.248	4.807	0.000	2.897	0.000	1.455	0.000	1.112	11.003	99999.000	15.918	99999.000	21.543	99999.000	0.121806	0.841594	0.701328	0.469631	0.750000	0.305613	0.320000
3.602	0.000	99999.000	0.00300000	2.830	4.328	3.100	4.115	3.129	4.027	0.000	0.738	0.000	0.487	0.000	0.167	23.180	99999.000	34.391	99999.000	41.500	99999.000	4.639	0.012	97.500	0.19600000	2.330	6.021	2.824	5.598	3.057	5.422	0.000	2.090	0.000	1.564	0.000	1.327	24.805	99999.000	32.637	99999.000	38.486	99999.000	0.152497	0.803550	0.763313	0.170001	0.791667	0.242283	0.181818
4.129	0.000	518.125	0.05800000	2.664	4.809	2.908	4.643	3.031	4.525	0.000	1.473	0.000	1.104	0.000	0.918	28.086	99999.000	45.938	99999.000	57.500	99999.000	5.441	0.000	49.297	0.46000000	2.322	7.514	3.141	6.912	3.480	6.531	0.000	2.906	0.000	2.125	0.000	1.586	13.835	99999.000	23.652	99999.000	28.818	99999.000	0.126811	0.795603	0.732026	0.237251	0.746988	0.215256	0.172414
3.484	0.000	99999.000	0.00600000	2.699	4.246	2.953	3.982	3.035	3.889	0.000	0.708	0.000	0.431	0.000	0.218	20.875	99999.000	29.078	99999.000	41.578	99999.000	4.066	0.000	99999.000	0.00300000	3.207	4.820	3.533	4.600	3.578	4.480	0.000	0.939	0.000	0.550	0.000	0.288	30.602	99999.000	41.734	99999.000	54.000	99999.000	0.068592	0.799797	0.713703	0.300713	0.750000	0.151062	0.181818
3.373	0.002	27.266	0.70000000	0.967	5.553	1.693	4.922	1.961	4.463	0.000	2.387	0.000	1.501	0.000	1.179	5.012	99999.000	8.701	99999.000	11.523	99999.000	4.623	0.000	223.750	0.20600000	2.691	5.525	3.213	5.330	3.418	5.188	0.000	1.738	0.000	1.195	0.000	1.004	34.961	99999.000	45.625	99999.000	54.688	99999.000	0.140994	0.809347	0.622942	0.494366	0.750000	0.306217	0.254902
3.379	0.051	64.297	0.41100000	1.486	4.627	1.975	4.301	2.260	4.160	0.000	1.884	0.000	1.264	0.000	1.091	11.055	99999.000	14.971	99999.000	19.209	99999.000	4.607	0.000	37.344	0.42100000	1.469	6.678	2.342	6.098	2.730	5.730	0.000	2.786	0.000	1.944	0.000	1.533	11.699	99999.000	16.940	99999.000	20.283	99999.000	0.126031	0.793908	0.774525	0.085965	0.625000	0.180147	0.153846
4.176	0.004	369.375	0.29700000	2.639	4.955	2.865	4.715	3.035	4.625	0.000	1.434	0.000	1.079	0.000	0.933	26.895	99999.000	40.938	99999.000	51.562	99999.000	6.148	0.004	116.250	0.27000000	3.426	7.691	4.141	7.244	4.338	7.043	0.000	2.624	0.000	2.029	0.000	1.677	29.287	99999.000	42.969	99999.000	54.512	99999.000	0.226387	0.846719	0.787401	0.279013	0.760000	0.303541	0.129630
2.432	0.000	99999.000	0.03500000	1.854	3.076	1.963	2.865	2.080	2.789	0.000	0.573	0.000	0.272	0.000	0.098	11.324	99999.000	14.352	99999.000	20.758	99999.000	2.670	0.838	99999.000	0.10200000	1.232	6.438	2.029	5.172	2.457	4.727	0.000	4.946	0.000	1.898	0.000	0.795	12.477	99999.000	17.242	99999.000	25.631	99999.000	0.074513	0.850601	0.742868	0.418979	0.774648	0.260279	0.351852
3.592	0.005	287.188	0.18300000	2.123	4.375	2.424	4.180	2.602	4.061	0.000	1.368	0.000	1.035	0.000	0.840	22.070	99999.000	32.988	99999.000	43.906	99999.000	4.648	0.002	53.906	0.46500000	2.055	6.490	2.465	5.900	2.809	5.564	0.000	2.515	0.000	1.928	0.000	1.547	15.137	99999.000	20.911	99999.000	24.844	99999.000	0.125398	0.819471	0.804523	0.076470	0.788235	0.209696	0.129630
2.613	0.000	99999.000	0.05200000	2.021	3.344	2.119	3.084	2.238	2.984	0.000	0.571	0.000	0.364	0.000	0.116	12.613	99999.000	17.848	99999.000	23.414	99999.000	3.037	0.603	99999.000	0.19800000	2.129	5.777	2.676	5.199	2.797	4.744	0.000	2.181	0.000	0.543	0.000	0.406	16.112	99999.000	24.229	99999.000	33.062	99999.000	0.132536	0.840757	0.668506	0.519619	0.812500	0.304757	0.240741
3.475	0.002	99999.000	0.03800000	2.473	4.139	2.844	3.967	2.994	3.859	0.000	0.824	0.000	0.461	0.000	0.237	22.906	99999.000	32.555	99999.000	44.469	99999.000	5.062	0.000	47.500	0.42600000	2.250	7.102	2.965	6.391	3.209	6.117	0.000	2.540	0.000	1.828	0.000	1.440	12.505	99999.000	20.615	99999.000	24.111	99999.000	0.151174	0.788436	0.752957	0.143616	0.776471	0.276525	0.172414
4.203	0.012	90.156	0.23000000	2.051	5.502	2.484	5.164	2.732	4.926	0.000	2.097	0.000	1.642	0.000	1.285	18.057	99999.000	24.727	99999.000	31.377	99999.000	5.312	0.007	75.703	0.09800000	2.551	7.148	3.084	6.627	3.426	6.346	0.000	2.614	0.000	1.881	0.000	1.528	24.077	99999.000	29.277	99999.000	36.602	99999.000	0.091198	0.804020	0.791457	0.060243	0.704225	0.182459	0.106383
2.309	0.000	99999.000	0.09300000	1.801	2.975	1.873	2.771	1.957	2.674	0.000	0.547	0.000	0.220	0.000	0.054	10.191	99999.000	16.012	99999.000	22.555	99999.000	2.617	0.000	99999.000	0.13400000	2.021	3.385	2.170	3.129	2.279	3.008	0.000	0.557	0.000	0.315	0.000	0.158	12.418	99999.000	18.453	99999.000	24.898	99999.000	0.033628	0.730983	0.659369	0.210240	0.742424	0.124226	0.306122
2.391	0.907	58.594	0.82800000	0.846	8.436	1.473	5.479	1.814	4.811	0.000	4.843	0.000	1.538	0.000	1.132	7.021	99999.000	10.494	99999.000	13.068	99999.000	4.221	0.766	24.902	0.96400000	1.420	9.555	2.260	7.516	2.680	6.916	0.000	4.171	0.000	2.686	0.000	1.782	8.506	99999.000	12.062	99999.000	14.563	99999.000	0.151079	0.822800	0.750291	0.290373	0.720000	0.293713	0.192308
2.559	0.000	99999.000	0.00900000	1.998	3.221	2.066	3.035	2.195	2.928	0.000	0.566	0.000	0.246	0.000	0.077	14.566	99999.000	19.977	99999.000	25.250	99999.000	2.805	0.000	99999.000	0.00900000	2.207	3.387	2.309	3.230	2.422	3.176	0.000	0.708	0.000	0.350	0.000	0.081	13.824	99999.000	20.289	99999.000	27.906	99999.000	0.052135	0.827065	0.770646	0.245991	0.750000	0.195335	0.260000
3.492	0.002	99999.000	0.03800000	2.535	4.186	2.863	3.980	2.984	3.887	0.000	0.921	0.000	0.494	0.000	0.355	21.188	99999.000	30.523	99999.000	38.375	99999.000	4.027	0.000	225.000	0.19500000	2.332	4.934	2.674	4.688	2.846	4.533	0.000	1.517	0.000	1.208	0.000	1.030	27.617	99999.000	39.219	99999.000	51.484	99999.000	0.059023	0.840457	0.838499	0.012121	0.718310	0.117104	0.046512
3.781	0.000	398.125	0.12900000	2.256	4.506	2.508	4.363	2.688	4.227	0.000	1.447	0.000	1.097	0.000	0.877	25.117	99999.000	35.293	99999.000	44.697	99999.000	5.053	0.000	691.250	0.09800000	3.322	5.895	3.686	5.600	3.865	5.490	0.000	1.637	0.000	1.253	0.000	1.062	53.984	99999.000	63.564	99999.000	81.953	99999.000	0.192646	0.829834	0.732044	0.364949	0.781609	0.292881	0.214286
3.074	0.000	1465.000	0.50000000	1.867	3.639	2.164	3.496	2.303	3.422	0.000	1.095	0.000	0.819	0.000	0.705	15.000	99999.000	23.672	99999.000	31.406	99999.000	4.363	0.018	52.451	0.93900000	1.816	6.051	2.488	5.643	2.750	5.328	0.000	2.167	0.000	1.603	0.000	1.373	12.842	99999.000	20.498	99999.000	25.459	99999.000	0.136894	0.799000	0.728484	0.259712	0.775000	0.262001	0.266667
2.484	0.000	99999.000	0.00300000	1.807	3.129	1.986	2.959	2.102	2.865	0.000	0.610	0.000	0.352	0.000	0.105	9.645	99999.000	15.855	99999.000	20.836	99999.000	3.502	0.021	99999.000	0.60400000	2.531	4.219	2.936	4.000	3.033	3.887	0.000	0.764	0.000	0.371	0.000	0.137	22.359	99999.000	33.688	99999.000	40.250	99999.000	0.107496	0.840235	0.769531	0.306782	0.767123	0.312248	0.296296
3.162	0.000	99999.000	0.07600000	2.480	3.871	2.666	3.656	2.797	3.539	0.000	0.596	0.000	0.348	0.000	0.123	18.297	99999.000	25.875	99999.000	37.164	99999.000	3.527	1.329	21.953	0.30500000	0.746	11.021	1.463	8.436	2.051	7.543	0.000	6.583	0.000	3.860	0.000	2.702	6.981	99999.000	10.411	99999.000	12.490	99999.000	0.089354	0.783821	0.774059	0.043209	0.772152	0.274607	0.117647
3.070	0.012	99999.000	0.06300000	2.162	3.734	2.457	3.570	2.605	3.473	0.000	0.798	0.000	0.497	0.000	0.236	17.828	99999.000	24.625	99999.000	31.891	99999.000	4.098	0.000	99999.000	0.01100000	3.195	4.932	3.510	4.621	3.600	4.520	0.000	0.733	0.000	0.397	0.000	0.169	28.141	99999.000	42.672	99999.000	51.109	99999.000	0.114615	0.863037	0.803488	0.303030	0.772152	0.223062	0.303571
2.068	0.000	99999.000	0.00100000	1.568	2.721	1.732	2.537	1.789	2.439	0.000	0.531	0.000	0.160	0.000	0.044	7.203	99999.000	11.930	99999.000	17.418	99999.000	2.883	0.998	202.500	0.18600000	1.609	7.461	2.043	5.354	2.273	5.082	0.000	5.637	0.000	2.327	0.000	1.666	14.229	99999.000	19.014	99999.000	23.682	99999.000	0.090372	0.800683	0.720444	0.287022	0.753623	0.170089	0.224490
2.318	0.000	99999.000	0.00800000	1.707	2.992	1.850	2.791	1.965	2.662	0.000	0.550	0.000	0.362	0.000	0.118	9.410	99999.000	13.863	99999.000	16.988	99999.000	2.684	0.000	99999.000	0.15300000	2.148	3.408	2.238	3.133	2.354	3.047	0.000	0.591	0.000	0.292	0.000	0.060	12.662	99999.000	21.344	99999.000	27.359	99999.000	0.052780	0.790436	0.753274	0.150618	0.737705	0.208951	0.256410
2.797	0.000	99999.000	0.38000000	2.068	3.438	2.297	3.273	2.389	3.180	0.000	0.566	0.000	0.295	0.000	0.107	13.746	99999.000	21.812	99999.000	30.562	99999.000	3.566	0.012	67.031	0.75200000	1.410	4.754	1.977	4.441	2.232	4.279	0.000	1.679	0.000	1.246	0.000	1.007	10.244	99999.000	16.035	99999.000	19.839	99999.000	0.069810	0.775789	0.704603	0.240982	0.743243	0.188831	0.226415
3.840	0.014	22.305	0.74300000	1.375	5.854	1.730	5.465	2.094	5.152	0.000	2.155	0.000	1.688	0.000	1.348	6.040	99999.000	8.949	99999.000	11.748	99999.000	5.133	0.023	23.801	0.92200000	1.342	8.574	2.471	7.455	2.934	7.029	0.000	2.953	0.000	1.946	0.000	1.584	9.856	99999.000	13.293	99999.000	16.222	99999.000	0.143879	0.774847	0.689119	0.275758	0.743590	0.246276	0.122449
2.254	1.058	137.656	0.28600000	0.871	6.438	1.299	5.209	1.719	4.691	0.000	6.525	0.000	2.841	0.000	1.540	9.287	99999.000	12.472	99999.000	15.703	99999.000	3.934	0.714	32.812	0.62900000	1.418	7.680	2.402	6.676	2.740	6.238	0.000	3.315	0.000	2.051	0.000	1.589	9.668	99999.000	13.131	99999.000	16.719	99999.000	0.120631	0.855856	0.778378	0.349593	0.740260	0.262178	0.226415
